name,city,type,beerCounts,established
 French Broad Brewing,Asheville_North Carolina_opened,Microbrewery,39,2002
 Frog Level Brewing Company,Waynesville_North Carolina_opened,Microbrewery,25,2011
 Front Street Brewery (NC),Wilmington_North Carolina_opened,Brewpub,85,1995
 Fullsteam Brewery,Durham_North Carolina_opened,Microbrewery,185,2009
 Funguys Brewing,Raleigh_North Carolina_opened,Microbrewery,16,2018
 Ghost Harbor Brewing Company,Elizabeth City_North Carolina_opened,Microbrewery,30,2018
 Ghostface Brewing,Mooresville_North Carolina_opened,Brewpub/Brewery,74,2016
 Gibb's Hundred Brewing,Greensboro_North Carolina_opened,Brewpub/Brewery,29,2014
 Gilde 1546,Cornelius_North Carolina_opened,Commercial Brewery,4,2020
 Ginger's Revenge,Asheville _North Carolina_opened,Commercial Brewery,14,2017
 Gizmo Brew Works,Raleigh_North Carolina_opened,Microbrewery,85,2010
 Good Hops Brewing,Carolina Beach_North Carolina_opened,Microbrewery,26,2014
 Goofy Foot Taproom & Brewery,High Point_North Carolina_opened,Brewpub,9,2019
 Goose And The Monkey Brewhouse,Lexington_North Carolina_opened,Microbrewery,39,2020
 Granite Falls Brewing Company,Granite Falls_North Carolina_opened,Brewpub/Brewery,48,2014
 Green Man Brewery,Asheville_North Carolina_opened,Microbrewery,172,2004
 Gypsy Road Brewing Company,Kernersville_North Carolina_opened,Microbrewery,23,2019
 Hatchet Brewing Company,Southern Pines_North Carolina_opened,Microbrewery,11,2019
 Haw River Farmhouse Ales,Saxapahaw_North Carolina_opened,Microbrewery,118,2014
 Hayesville Brewing Company,Hayesville_North Carolina_opened,Brewpub,8,2018
 Heist Brewery,Charlotte_North Carolina_opened,Brewpub/Brewery,217,2012
 Hell on Horsecreek Brewing,Madison_North Carolina_opened,Brewpub/Brewery,15,2020
 Hickory Nut Gorge Brewery,Chimney Rock_North Carolina_opened,Microbrewery,13,2016
 High Branch Brewing Company,Concord_North Carolina_opened,Microbrewery,61,2015
 Highland Brewing Company,Asheville_North Carolina_opened,Microbrewery,154,1994
 Hillman Beer,Asheville_North Carolina_opened,Commercial Brewery,33,2017
 Hi-Wire Brewing,Asheville_North Carolina_opened,Microbrewery,211,2013
 Homeplace Beer Company,Burnsville_North Carolina_opened,Microbrewery,16,2017
 Hoots Roller Bar & Beer Company,Winston-Salem_North Carolina_opened,Brewpub,34,2014
 HopFly Brewing Company,Rocky Mount_North Carolina_opened,Commercial Brewery,27,2018
 Hoppy Trout Brewing Company,Andrews_North Carolina_opened,Brewpub,22,2016
 Hugger Mugger Brewing Company,Sanford_North Carolina_opened,Brewpub,28,2018
 Huske Hardware House,Fayetteville_North Carolina_opened,Brewpub,36,2004
 Incendiary Brewing,Winston-Salem_North Carolina_opened,Microbrewery,40,2018
 Innovation Brewing,Sylva_North Carolina_opened,Microbrewery,105,2014
 Ironclad Brewery,Wilmington_North Carolina_opened,Microbrewery,36,2015
 Jolly Roger Brew,Mooresville_North Carolina_opened,Microbrewery,1,2018
 Jordan Lake Brewing Company,Cary_North Carolina_opened,Microbrewery,19,2017
 Joymongers Brewing Company,Greensboro_North Carolina_opened,Brewpub/Brewery,64,2016
 Kernersville Brewing Company,Kernersville_North Carolina_opened,Brewpub/Brewery,22,2016
 Kettell Beerworks,Banner Elk_North Carolina_opened,Microbrewery,4,2019
 Kettell Beerworks,Banner Elk_North Carolina_opened,Brewpub/Brewery,23,2014
 Kind Beers,Charlotte_North Carolina_opened,Client Brewer,6,2009
 King Canary Brewing Company,Mooresville_North Carolina_opened,Microbrewery,25,2018
 Koi Pond Brewing Company,Rocky Mount_North Carolina_opened,Microbrewery,38,2016
 Lake Gaston Brewing Company,Fayetteville_North Carolina_opened,Microbrewery,6,2018
 Lazy Hiker Brewing Company,Franklin_North Carolina_opened,Microbrewery,57,2015
 Legion Brewing,Charlotte_North Carolina_opened,Brewpub,125,2016
 Lenny Boy Brewing Company,Charlotte_North Carolina_opened,Microbrewery,82,2014
 Leveneleven Brewing,Greensboro_North Carolina_opened,Microbrewery,49,2018
 Little Brother Brewing,Greensboro_North Carolina_opened,Brewpub/Brewery,24,2018
 Little City Brewing & Provisions Company,Raleigh _North Carolina_opened,Brewpub,21,2017
 Loe's Brewing Company,Lenoir_North Carolina_opened,Brewpub,1,2018
 Lonerider Brewing Company,Raleigh_North Carolina_opened,Microbrewery,83,2009
 Lookout Brewing Company,Black Mountain_North Carolina_opened,Microbrewery,53,2013
 Lost Colony Brewery and Café,Manteo_North Carolina_opened,Brewpub/Brewery,18,2011
 Lost Province Brewing,Boone_North Carolina_opened,Brewpub/Brewery,69,2014
 Lower Left Brewing Co.,Charlotte_North Carolina_opened,Microbrewery,5,2019
 Lynnwood Grill & Brewing Concern,Raleigh_North Carolina_opened,Brewpub/Brewery,37,2014
 Mad Co. Brew House,Marshall_North Carolina_opened,Microbrewery,6,2018
 Mad Mole Brewing,Wilmington_North Carolina_opened,Microbrewery,8,2018
 Makai Brewing Company,Ocean Isle Beach_North Carolina_opened,Microbrewery,26,2018
 Mica Town Brewing Company,Marion_North Carolina_opened,Microbrewery,9,2018
 Middle James Brewing Company,Pineville _North Carolina_opened,Brewpub,3,2020
 Mill Whistle Brewing,Beaufort_North Carolina_opened,Microbrewery,16,2016
 Mills River Brewery,Arden_North Carolina_opened,Brewpub,17,2015
 Mordecai Beverage Company,Raleigh _North Carolina_opened,Microbrewery,2,2019
 Morgan Ridge Vineyards & Brewhouse,Gold Hill_North Carolina_opened,Brewpub/Brewery,40,2016
 Mother Earth Brewing Company,Kinston_North Carolina_opened,Microbrewery,41,2009
 Mountain Layers Brewing Company,Bryson City_North Carolina_opened,Microbrewery,43,2017
 Nantahala Brewing Company,Bryson City_North Carolina_opened,Microbrewery,60,2009
 Natty Greene's Pub & Brewing Company,Greensboro_North Carolina_opened,Brewpub/Brewery,179,2004
 Neuse River Brewing,Raleigh_North Carolina_opened,Microbrewery,25,2015
 New Anthem Beer Project,Wilmington_North Carolina_opened,Microbrewery,95,2017
 New River Brewing,Lansing_North Carolina_opened,Microbrewery,24,2017
 New Sarum Brewing Company,Salisbury_North Carolina_opened,Microbrewery,53,2016
 Newgrass Brewing Company,Shelby_North Carolina_opened,Microbrewery,88,2015
 Nickelpoint Brewing Company,Raleigh_North Carolina_opened,Microbrewery,23,2014
 Nocturnal Brewing Company,Hayesville_North Carolina_opened,Microbrewery,7,2019
 NoDa Brewing Company,Charlotte_North Carolina_opened,Microbrewery,176,2011
 Northern Outer Banks Brewing Company,Corolla_North Carolina_opened,Microbrewery,4,2017
 Oak City Brewing Company,Knightdale_North Carolina_opened,Microbrewery,1,2018
 Oaklyn Springs Brewery,Fuquay Varina_North Carolina_opened,Microbrewery,19,2018
 Oden Brewing Co.,Greensboro_North Carolina_opened,Brewpub,4,2019
 Old North State Winery,Mount Airy_North Carolina_opened,Brewpub,2,2009
 Olde Hickory Brewery,Hickory_North Carolina_opened,Microbrewery,123,1996
 Ole Dallas Brewery,Dallas_North Carolina_opened,Microbrewery,20,2017
 One World Brewing,Asheville_North Carolina_opened,Microbrewery,103,2014
 Other Side of the Moon Brewery,Clemmons_North Carolina_opened,Brewpub/Brewery,16,2018
 Outer Banks Brewing Station,Kill Devil Hills_North Carolina_opened,Brewpub,151,2001
 OysterHouse Brewing,Asheville_North Carolina_opened,Brewpub,43,2009
 Percent Tap House,Harrisburg_North Carolina_opened,Microbrewery,1,2020
 Pharr Mill Brewing,Harrisburg_North Carolina_opened,Microbrewery,1,2020
 Pig Pounder Brewery,Greensboro_North Carolina_opened,Microbrewery,47,2014
 Pilot Brewing,Charlotte_North Carolina_opened,Microbrewery,37,2018
 Pinehurst Brewing Company,Pinehurst_North Carolina_opened,Microbrewery,21,2018
 Pisgah Brewing Company,Black Mountain_North Carolina_opened,Microbrewery,90,2005
 Pitt Street Brewing Company,Greenville_North Carolina_opened,Microbrewery,36,2018
 Ponysaurus Brewing Co.,Durham_North Carolina_opened,Microbrewery,39,2013
 Primal Brewery,Huntersville_North Carolina_opened,Microbrewery,25,2014
 Protagonist,charlotte_North Carolina_opened,Microbrewery,3,2020
 Quick Trigger Brewing Company,Ahoskie_North Carolina_opened,Microbrewery,8,2018
 R & R Brewing,Mt Olive_North Carolina_opened,Commercial Brewery,8,2018
 R&D,Raleigh_North Carolina_opened,Commercial Brewery,8,2019
 Radar Brewing Company,Winston-Salem_North Carolina_opened,Brewpub/Brewery,17,2020
 Railhouse Brewery,Aberdeen_North Carolina_opened,Microbrewery,14,2009
 Raleigh Brewing Company,Raleigh_North Carolina_opened,Microbrewery,60,2013
 Red Buffalo Brewing Co.,Statesville_North Carolina_opened,Microbrewery,5,2018
 Red Hill Brewing Company,Concord_North Carolina_opened,Microbrewery,21,2017
 Red Oak Brewery,Whitsett_North Carolina_opened,Microbrewery,13,2002
 Regulator Brewing Company,Hillsborough_North Carolina_opened,Microbrewery,18,2016
 Resident Culture Brewing Company,Charlotte_North Carolina_opened,Microbrewery,117,2017
 Riverbend Malt House,Asheville_North Carolina_opened,Client Brewer,1,2012
 Riverside Rhapsody,Woodfin_North Carolina_opened,Microbrewery,4,2020
 Running Brewing Company,Raleigh_North Carolina_opened,Microbrewery,1,2016
 Salty Turtle Beer Company,Surf City_North Carolina_opened,Microbrewery,16,2018
 Salud Cerveceria,Charlotte_North Carolina_opened,Microbrewery,108,2016
 Sanctuary Brewing Company,Hendersonville_North Carolina_opened,Brewpub,38,2017
 Sapphire Mountain Brewing Company,Sapphire_North Carolina_opened,Client Brewer,6,2009
 Satulah Mountain Brewing Company,Highlands_North Carolina_opened,Microbrewery,17,2015
 Seaboard Brewery,Matthews_North Carolina_opened,Brewpub,15,2018
 Sheppard Brewing Lab at North Carolina State University,Raleigh_North Carolina_opened,Commercial Brewery,9,2018
 Shortway Brewing Company,Newport_North Carolina_opened,Microbrewery,11,2018
 Sidetracked Brewery,Morganton_North Carolina_opened,Microbrewery,15,2018
 Sideways Farm & Brewery,Etowah_North Carolina_opened,Microbrewery,15,2018
 Skull Camp Brewing,Mount Airy_North Carolina_opened,Microbrewery,90,2013
 Skytown Beer Company,Wilmington_North Carolina_opened,Microbrewery,10,2018
 Slammin' Sam Beer Company,Pinehurst_North Carolina_opened,Client Brewer,1,2012
 Small Batch Beer Company,Winston-Salem_North Carolina_opened,Brewpub/Brewery,129,2013
 SouthEnd Brewing Co,Greensboro_North Carolina_opened,Microbrewery,24,2019
 Southern Appalachian Brewery,Hendersonville_North Carolina_opened,Microbrewery,26,2003
 Southern Peak Brewery,Apex_North Carolina_opened,Brewpub/Brewery,23,2016
 Southern Pines Brewing Company,Southern Pines_North Carolina_opened,Microbrewery,82,2014
 Southern Range Brewing Company,Monroe_North Carolina_opened,Microbrewery,29,2016
 Southern Strain,Concord_North Carolina_opened,Brewpub,3,2020
 Starpoint Brewing,Carrboro_North Carolina_opened,Microbrewery,30,2012
 Steel String Craft Brewery,Carrboro_North Carolina_opened,Brewpub/Brewery,62,2013
 Stryker Brewing Company,Charlotte_North Carolina_opened,Contract Brewer,6,2018
 Suffolk Punch Brewing,Charlotte_North Carolina_opened,Brewpub/Brewery,56,2017
 Sugar Creek Brewing Company,Charlotte_North Carolina_opened,Microbrewery,35,2014
 Sunstead Brewing,Charlotte_North Carolina_opened,Microbrewery,1,2020
 Sweet Union Brewing Company,Indian Trail_North Carolina_opened,Microbrewery,44,2017
 Sweeten Creek Brewing,Asheville _North Carolina_opened,Microbrewery,23,2015
 Sycamore Brewing,Charlotte_North Carolina_opened,Microbrewery,133,2014
 Tarboro Brewing Company,Tarboro_North Carolina_opened,Microbrewery,10,2016
 Tek Mountain Brewing,Wilmington_North Carolina_opened,Microbrewery,7,2016
 The DreamChaser's Brewery,Waxhaw_North Carolina_opened,Microbrewery,40,2016
 The Duck-Rabbit Craft Brewery,Farmville_North Carolina_opened,Microbrewery,46,2004
 The Glass Jug Beer Lab,Durham_North Carolina_opened,Microbrewery,37,2018
 The Levee Brewery & Pub,Valdese_North Carolina_opened,Microbrewery,7,2018
 The Mash House Restaurant & Brewery,Fayetteville_North Carolina_opened,Brewpub,37,2000
 The Mason Jar Lager Company,Fuquay Varina_North Carolina_opened,Microbrewery,26,2017
 The New Village Brewery & Taproom,Oriental_North Carolina_opened,Microbrewery,3,2018
 The Olde Mecklenburg Brewery,Charlotte_North Carolina_opened,Microbrewery,29,2009
 The Unknown Brewing Company,Charlotte_North Carolina_opened,Microbrewery,57,2013
 Thirsty Monk Brewery & Pub,Asheville_North Carolina_opened,Brewpub/Brewery,69,2012
 Thirsty Souls Community Brewing,Mount Airy_North Carolina_opened,Brewpub/Brewery,44,2018
 Tobacco Road Sports Cafe,Raleigh_North Carolina_opened,Brewpub,16,2017
 Tobacco Wood Brewing Company,Oxford_North Carolina_opened,Brewpub,5,2019
 Top of the Hill Brewery,Chapel Hill_North Carolina_opened,Brewpub,39,2003
 Town Brewing,Charlotte_North Carolina_opened,Microbrewery,21,2018
 Triple C Brewing Company,Charlotte_North Carolina_opened,Microbrewery,65,2012
 Triskelion Brewing Company,Hendersonville _North Carolina_opened,Brewpub/Brewery,9,2018
 Trollingwood Taproom and Brewery,Greenville_North Carolina_opened,Microbrewery,31,2016
 Trophy Brewing Company,Raleigh _North Carolina_opened,Brewpub,209,2013
 Turgua Brewing,Fairview_North Carolina_opened,Microbrewery,19,2018
 Twenty-Six Acres Brewing Company,Concord_North Carolina_opened,Microbrewery,28,2016
 Twin Leaf Brewery,Asheville_North Carolina_opened,Microbrewery,121,2014
 TwoBoros Brewery,Wilkesboro_North Carolina_opened,Brewpub,6,2020
 Upcountry Brewing,Asheville_North Carolina_opened,Brewpub/Brewery,44,2017
 Uptown Brewing Company,Greenville_North Carolina_opened,Microbrewery,10,2018
 Valley River Brewery & Eatery,Murphy_North Carolina_opened,Brewpub,19,2017
 Vecino Brewing Company,Carrboro_North Carolina_opened,Microbrewery,18,2018
 Vicious Fishes Brewery,Angier_North Carolina_opened,Microbrewery,9,2017
 Waterline Brewing Company,Wilmington_North Carolina_opened,Microbrewery,13,2015
 Waterman's Brewing,Wilmington_North Carolina_opened,Microbrewery,13,2018
 Wedge Brewing Company,Asheville_North Carolina_opened,Microbrewery,58,2008
 Weeping Radish Farm Brewery,Grandy_North Carolina_opened,Microbrewery,32,2000
 Westbend Vineyards & Brewery,Lewisville_North Carolina_opened,Microbrewery,15,2013
 Whistle Hop Brewing Company,Fairview_North Carolina_opened,Microbrewery,29,2018
 White Elephant Beer Company,Mt Airy_North Carolina_opened,Brewpub/Brewery,26,2018
 White Labs Kitchen & Tap,Asheville_North Carolina_opened,Brewpub,12,2018
 White Street Brewing Company,Wake Forest_North Carolina_opened,Microbrewery,58,2012
 Whiteside Brewing,Cashiers_North Carolina_opened,Microbrewery,15,2018
 Wicked Weed Brewing (AB InBev),Asheville_North Carolina_opened,Brewpub,488,2012
 Wilmington Brewing Company,Wilmington_North Carolina_opened,Microbrewery,79,2015
 Wise Man Brewing,Winston-Salem_North Carolina_opened,Microbrewery,75,2017
 Wooden Robot Brewery,Charlotte_North Carolina_opened,Microbrewery,164,2015
 Wrightsville Beach Brewery,Wilmington_North Carolina_opened,Brewpub/Brewery,18,2017
 Yellow Sun Brewing Company,Rutherfordton_North Carolina_opened,Microbrewery,6,2017
 Zebulon Artisan Ales,Weaverville_North Carolina_opened,Microbrewery,95,2016
 Zillicoah Beer Company,Woodfin_North Carolina_opened,Microbrewery,47,2018
 Altamont Brewing Company,Asheville_North Carolina_closed,Brewpub/Brewery,20,2013
 Apex Brewing Company (NC),Apex_North Carolina_closed,Microbrewery,1,2004
 Azalea Coast Brewing Company,Wilmington_North Carolina_closed,Microbrewery,9,2006
 Barking Duck Brewing Company,Mint Hill_North Carolina_closed,Microbrewery,16,2014
 Basic Brewery,Hendersonville_North Carolina_closed,Microbrewery,13,2016
 Bayne Brewing Company,Cornelius_North Carolina_closed,Microbrewery,16,2014
 BlackJack Brewing Company,Raleigh_North Carolina_closed,Microbrewery,4,2015
 Blind Squirrel Brewery,Plumtree_North Carolina_closed,Microbrewery,23,2013
 Bold Missy Brewery,Charlotte_North Carolina_closed,Microbrewery,22,2017
 Boylan Bridge Brewpub,Raleigh_North Carolina_closed,Brewpub,21,2009
 Brice's Brewing Company,Raleigh_North Carolina_closed,Brewpub,33,2017
 Carolina Beer Company,Mooresville_North Carolina_closed,Client Brewer,24,1997
 Check Six Brewing Company,Southport_North Carolina_closed,Microbrewery,28,2015
 Chesapeake Bay Brewing (formerly Rock Creek),Raleigh _North Carolina_closed,Microbrewery,14,1999
 Craggie Brewing Company,Asheville_North Carolina_closed,Microbrewery,30,2009
 Draft Line Brewing,Fuquay-Varina_North Carolina_closed,Microbrewery,19,2014
 Edenton Brewing Company,Raleigh_North Carolina_closed,Microbrewery,9,1900
 First Coast Brewing,Wilmington_North Carolina_closed,Microbrewery,2,1994
 Four Friends Brewing,Charlotte_North Carolina_closed,Microbrewery,11,2009
 G2B Gastropub & Brewery,Durham_North Carolina_closed,Brewpub/Brewery,17,2015
 Good Vibes Brewing,"Carolina Beach, Wilmington_North Carolina_closed",Microbrewery,1,2011
 Greenshields Brewery & Pub,Raleigh_North Carolina_closed,Microbrewery,15,1999
 Habitat Brewing Co.,Asheville_North Carolina_closed,Microbrewery,10,2017
 Hams Restaurant & Brewhouse,Greenville_North Carolina_closed,Brewpub,26,2003
 Heinzelmannchen Brewery,Sylva_North Carolina_closed,Microbrewery,18,2005
 High Tide Brewing Company,Jacksonville_North Carolina_closed,Brewpub/Brewery,4,2014
 Hosanna Brewing Company,Fuqauy Varina_North Carolina_closed,Brewpub,12,2013
 Howard Brewing Company,Lenoir_North Carolina_closed,Microbrewery,11,2012
 Jack of the Wood Brewpub,Asheville_North Carolina_closed,Brewpub,13,2004
 Lake Norman Brewing Company,Mooresville_North Carolina_closed,Microbrewery,13,2014
 Lexington Avenue Brewery,Asheville_North Carolina_closed,Brewpub/Brewery,65,2009
 Liberty Brewery & Grill - High Point,High Point_North Carolina_closed,Brewpub,55,2003
 Lincoln Brewing & Distilling Company,Raleigh_North Carolina_closed,Microbrewery,17,2015
 Loe's Brewing Company (Hickory),Hickory_North Carolina_closed,Microbrewery,6,2010
 Lumina Brewing Company,Wilmington_North Carolina_closed,Microbrewery,11,2011
 Mystery Brewing,Hillsborough_North Carolina_closed,Microbrewery,98,2011
 Oak & Dagger Public House,Raleigh_North Carolina_closed,Microbrewery,40,2017
 Open Brewing,Asheville_North Carolina_closed,Brewpub/Brewery,3,2015
 Preyer Brewing Company,Greensboro_North Carolina_closed,Microbrewery,53,2015
 Rivermen Brewing Company,Belmont_North Carolina_closed,Microbrewery,28,2015
 Rock Bottom Charlotte,Charlotte_North Carolina_closed,Brewpub,38,2006
 Sub Noir Brewing Company,Raleigh_North Carolina_closed,Microbrewery,15,2013
 Sweet Taters,Rocky Mount_North Carolina_closed,Brewpub/Brewery,9,2016
